绊按锅龋,己喊,楷飞措,芭林瘤开,瘤开疙,醚备概陛咀,乞闭备概陛咀,醚备概惑前俺荐,醚备概扒荐,1雀 乞闭备概扒荐,备概惑前啊瘤荐,林劝悼矫埃,备概力绒荤,版里荤捞侩,牢磐齿劝侩后档,捞侩痢器,促嫡捞
12077,M,50技~54技,310,面巢,50000,50000,1,1,1,1,11,A,0,0,1,0
12078,M,35技~39技,460,何魂,21800000,30085,726,522,1,230,13,C,0,0,29,0
12079,F,50技~54技,55,辑匡,33000000,30960,1065,586,2,414,19,D,0,0,2,0
12080,F,45技~49技,100,版扁,10400000,4954,2096,451,5,486,21,C,0,0,46,1
12081,M,35技~39技,100,版扁,122000000,147235,588,521,1,137,19,C,0,0,4,0
12082,M,60技捞惑,100,版扁,11400000,8713,1310,431,3,384,16,C,0,0,36,0
12083,M,25技~29技,460,何魂,3962133,4739,836,478,2,155,21,C,0,0,94,0
12084,F,35技~39技,500,版巢,59500000,109770,542,505,1,110,12,B,1,0,16,0
12085,F,60技捞惑,100,版扁,111000000,125463,884,644,1,245,16,C,0,0,31,0
12086,F,30技~34技,540,傈合,8329644,6595,1263,618,2,486,22,D,1,18,120,0
12087,F,45技~49技,270,面合,8226913,6422,1281,604,2,330,21,C,0,1,72,0
12088,F,50技~54技,100,版扁,9583071,5565,1722,786,2,285,18,C,8,4,270,0
12089,F,30技~34技,210,牢玫,18400000,4973,3077,750,5,656,11,C,0,1,34,1
12090,F,55技~59技,55,辑匡,25500000,22198,1147,680,2,398,16,D,9,0,2,0
12091,F,40技~44技,100,版扁,11800000,6255,1893,574,3,508,17,C,0,35,44,0
12092,F,55技~59技,100,版扁,8569715,6638,1291,520,2,368,23,C,0,0,25,0
12093,M,35技~39技,55,辑匡,51700000,45631,1134,591,2,436,14,C,0,22,2,0
12094,F,30技~34技,610,堡林,16700000,9874,1690,694,2,475,12,C,0,0,121,1
12095,F,35技~39技,100,版扁,25600000,33321,769,535,1,242,13,C,9,0,10,0
12096,F,45技~49技,49,辑匡,14000000,5156,2722,487,6,459,20,C,0,16,6,0
12097,F,45技~49技,460,何魂,12100000,10202,1189,551,2,310,18,C,0,0,82,0
12098,F,45技~49技,87,辑匡,5243969,3654,1435,894,2,307,22,C,0,0,361,0
12099,F,45技~49技,360,版合,12600000,5144,2459,718,3,405,17,D,1,4,107,0
12100,F,45技~49技,69,辑匡,42300000,42349,1000,431,2,114,16,C,6,0,5,0
12101,F,50技~54技,460,何魂,19200000,13745,1396,530,3,488,22,C,0,0,83,0
12102,F,45技~49技,100,版扁,21600000,8680,2490,497,5,673,14,C,0,27,19,0
12103,F,35技~39技,360,版合,15000000,4236,3077,674,5,466,15,C,0,0,271,0
12104,F,55技~59技,16,辑匡,10500000,5630,1857,504,4,521,19,C,0,0,8,0
12105,M,45技~49技,210,牢玫,12400000,6574,1890,490,4,558,17,C,0,0,34,0
12106,F,25技~29技,100,版扁,8255406,8347,989,438,2,316,23,D,1,6,176,0
12107,F,60技捞惑,55,辑匡,28100000,6434,3077,814,5,737,13,D,0,0,7,0
12108,F,30技~34技,570,傈巢,9315275,3350,2781,653,4,352,12,C,0,0,54,0
12109,F,50技~54技,340,措傈,17000000,13986,1212,442,3,448,17,C,3,10,67,1
12110,M,45技~49技,10,辑匡,35800000,39546,905,749,1,242,14,C,9,0,2,0
12111,F,35技~39技,55,辑匡,25800000,11976,2157,502,4,657,12,C,0,22,13,1
12112,M,35技~39技,100,版扁,12000000,4852,2478,592,4,246,18,C,0,0,258,0
12113,F,40技~44技,460,何魂,8559894,4242,2018,678,3,279,18,C,0,0,346,0
12114,F,50技~54技,210,牢玫,28800000,16988,1695,611,3,502,23,C,2,26,34,0
12115,F,55技~59技,33,辑匡,9396506,4927,1907,542,4,186,21,C,1,0,34,0
12116,F,30技~34技,460,何魂,83100000,118022,704,570,1,201,18,C,2,0,29,0
12117,F,45技~49技,49,辑匡,14100000,22900,614,360,2,178,14,C,0,47,6,0
12118,F,50技~54技,100,版扁,21300000,11383,1874,801,2,349,22,C,0,2,92,0
12119,F,45技~49技,100,版扁,16700000,5718,2921,482,6,575,15,C,0,0,58,0
12120,F,60技捞惑,460,何魂,20800000,33980,612,522,1,141,20,C,0,0,29,0
12121,M,60技捞惑,100,版扁,12300000,5579,2204,894,2,388,18,C,0,0,45,0
12122,F,45技~49技,610,堡林,17500000,4830,3077,760,5,409,17,C,0,0,57,0
12123,F,30技~34技,100,版扁,14600000,15029,973,511,2,233,10,C,6,0,24,0
12124,F,35技~39技,20,辑匡,13500000,11272,1198,508,2,379,18,D,0,0,46,0
12125,M,35技~39技,310,面巢,11700000,4365,2669,674,4,575,18,C,0,52,77,1
12126,F,50技~54技,55,辑匡,12700000,111097,114,85,1,78,20,B,9,0,2,0
12127,F,25技~29技,440,匡魂,32800000,53095,618,515,1,180,19,C,0,0,14,0
12128,F,30技~34技,460,何魂,9697471,3779,2566,646,4,432,14,C,0,3,234,1
12129,F,25技~29技,100,版扁,50500000,41871,1206,781,2,162,15,D,0,0,10,0
12130,F,35技~39技,460,何魂,16200000,29482,548,442,1,74,19,C,7,0,25,0
12131,F,40技~44技,310,面巢,19000000,8666,2193,464,5,566,18,C,1,3,75,0
12132,F,35技~39技,460,何魂,26600000,35769,744,538,1,232,13,D,0,0,29,1
12133,F,45技~49技,65,辑匡,51900000,40675,1277,614,2,153,19,D,0,0,12,0
12134,F,30技~34技,100,版扁,19200000,35045,549,434,1,149,18,C,2,1,32,0
12135,F,35技~39技,500,版巢,122000000,147235,1120,702,2,360,17,D,0,2,4,0
12136,M,50技~54技,100,版扁,1896470,36471,52,29,2,45,23,B,0,0,26,0
12137,F,50技~54技,240,碍盔,10400000,6711,1550,724,2,246,21,C,0,0,27,0
12138,F,45技~49技,49,辑匡,19000000,34460,550,444,1,135,14,D,0,0,26,0
12139,F,30技~34技,72,辑匡,39200000,46296,846,516,2,239,11,C,0,0,9,0
12140,F,30技~34技,100,版扁,122000000,147235,917,771,1,253,18,D,0,2,37,0
12141,F,25技~29技,60,辑匡,8067013,5499,1467,803,2,177,10,C,0,0,486,0
12142,M,40技~44技,100,版扁,13600000,11549,1177,520,2,232,11,C,4,0,37,0
12143,F,40技~44技,460,何魂,7762496,3403,2281,547,4,278,18,C,0,0,122,0
12144,F,50技~54技,100,版扁,16800000,7967,2104,468,5,517,18,C,0,0,36,0
12145,F,50技~54技,39,辑匡,41500000,39473,1052,582,2,294,16,C,9,0,124,0
12146,F,30技~34技,460,何魂,20900000,26385,791,533,1,266,14,C,9,1,4,0
12147,F,55技~59技,460,何魂,54700000,24643,2221,824,3,542,17,C,6,0,346,0
12148,F,45技~49技,460,何魂,16400000,21359,769,448,2,186,17,C,6,0,29,0
12149,M,30技~34技,360,版合,13100000,5956,2204,519,4,553,17,C,0,40,96,0
12150,M,30技~34技,43,辑匡,6409161,3591,1785,605,3,309,16,C,0,0,9,0
12151,F,40技~44技,100,版扁,122000000,147235,630,523,1,134,18,A,2,0,31,0
12152,F,45技~49技,100,版扁,14400000,6003,2392,894,3,423,17,C,0,1,340,0
12153,F,45技~49技,310,面巢,14100000,6181,2282,402,6,559,18,C,0,9,69,1
12154,F,35技~39技,100,版扁,11700000,8115,1440,429,3,461,15,C,0,21,19,1
12155,M,35技~39技,100,版扁,20400000,13248,1538,613,3,519,13,C,0,23,19,0
12156,F,40技~44技,100,版扁,12100000,10758,1121,456,2,297,22,C,0,0,36,0
12157,F,50技~54技,500,版巢,98800000,62769,1574,667,2,504,16,C,1,8,95,0
12158,M,45技~49技,360,版合,38400000,17777,2161,505,4,584,19,D,0,14,91,0
12159,M,50技~54技,100,版扁,13400000,5305,2522,315,6,528,21,C,6,68,29,0
12160,F,55技~59技,16,辑匡,9539471,9289,1027,421,2,332,21,C,0,0,8,0
12161,F,35技~39技,610,堡林,22200000,7123,3077,662,5,414,22,C,0,0,65,0
12162,F,45技~49技,610,堡林,35300000,11180,3077,894,3,412,22,C,0,0,171,0
12163,F,45技~49技,69,辑匡,4402670,3963,1111,611,2,235,18,C,0,0,465,0
12164,F,50技~54技,500,版巢,5609194,9928,565,409,1,173,18,C,0,0,101,0
12165,M,35技~39技,460,何魂,14300000,14730,970,545,2,316,14,D,0,7,29,1
12166,F,45技~49技,100,版扁,8968469,5916,1516,566,3,275,18,C,0,0,370,0
12167,F,45技~49技,440,匡魂,20800000,8721,2384,601,4,550,16,C,0,32,92,0
12168,F,35技~39技,55,辑匡,28600000,7734,3077,453,6,601,15,C,0,3,13,1
12169,F,55技~59技,210,牢玫,20200000,9064,2230,576,4,459,16,C,0,0,34,0
12170,M,50技~54技,.,,13400000,5640,2372,727,3,485,22,C,0,0,8,0
12171,F,25技~29技,10,辑匡,16500000,30121,549,490,1,117,12,C,0,0,1,0
12172,F,30技~34技,540,傈合,26400000,6730,3077,867,5,425,20,C,0,3,75,0
12173,F,35技~39技,100,版扁,22500000,23540,956,705,1,101,17,B,1,2,2,0
12174,F,55技~59技,30,辑匡,9851838,6427,1533,717,2,312,22,C,0,0,124,0
12175,M,50技~54技,16,辑匡,28300000,14681,1925,707,3,325,19,C,9,0,20,0
12176,F,50技~54技,16,辑匡,9912628,5136,1930,634,3,290,19,C,0,0,283,0
12177,F,60技捞惑,100,版扁,30300000,28847,1051,485,2,159,17,C,6,0,37,0
12178,F,40技~44技,460,何魂,17000000,5815,2917,894,3,577,18,C,0,4,234,0
12179,F,45技~49技,460,何魂,11000000,7191,1523,359,4,445,22,C,0,0,90,0
12180,F,25技~29技,440,匡魂,8783325,14590,602,546,1,133,19,C,0,0,29,0
12181,F,40技~44技,100,版扁,26000000,9440,2755,804,3,756.2279047,16,D,3,2,2,0
12182,F,50技~54技,100,版扁,14700000,6387,2301,567,4,313,14,C,0,0,302,0
12183,F,55技~59技,610,堡林,9522738,7365,1293,546,2,253,22,C,0,0,65,0
12184,F,40技~44技,100,版扁,8410084,5415,1553,390,4,428,18,D,0,0,24,0
12185,F,30技~34技,240,碍盔,4936319,7072,698,305,2,274,18,C,0,15,125,0
12186,M,40技~44技,610,堡林,29800000,35535,839,627,1,238,17,C,9,0,6,0
12187,F,60技捞惑,460,何魂,5213323,3653,1427,701,2,213,22,C,0,0,217,0
12188,M,35技~39技,340,措傈,6648964,6603,1007,477,2,310,17,C,0,0,67,0
12189,F,30技~34技,310,面巢,7932554,6301,1259,387,3,403,16,C,0,23,75,1
12190,M,50技~54技,100,版扁,23600000,31516,748,451,2,133,18,C,4,0,17,0
12191,F,60技捞惑,100,版扁,122000000,118072,1103,809,1,281,18,C,9,1,10,0
12192,F,40技~44技,100,版扁,28100000,13790,2039,685,3,182,18,D,0,0,7,0
12193,F,35技~39技,210,牢玫,12900000,7334,1765,397,4,540,21,C,0,0,38,1
12194,F,50技~54技,49,辑匡,16000000,20872,766,457,2,134,11,C,0,0,3,0
12195,F,55技~59技,16,辑匡,8252775,4673,1766,447,4,517,17,C,0,0,8,0
12196,F,50技~54技,100,版扁,6606520,6633,996,415,2,359,18,B,0,0,20,0
12197,M,30技~34技,570,傈巢,10800000,5010,2153,646,3,475,17,C,8,0,54,0
12198,F,30技~34技,210,牢玫,8109782,7346,1104,414,3,400,16,D,9,4,56,1
12199,M,35技~39技,270,面合,6912197,2988,2313,562,4,234,17,C,0,0,418,1
12200,F,45技~49技,100,版扁,81200000,51047,1591,737,2,300,19,D,0,0,31,0
12201,F,50技~54技,100,版扁,8865809,5534,1602,468,3,387,22,C,0,0,27,0
12202,F,25技~29技,100,版扁,9053272,8606,1052,445,2,378,23,B,0,0,29,0
12203,F,45技~49技,460,何魂,77200000,129601,596,451,1,210,12,C,0,0,29,0
12204,F,40技~44技,310,面巢,11700000,4119,2845,631,5,637,16,C,0,7,66,0
12205,F,45技~49技,100,版扁,22600000,11115,2037,893,2,415,22,C,0,33,166,0
12206,M,45技~49技,460,何魂,122000000,147235,628,497,1,238,15,C,0,0,29,0
12207,F,25技~29技,100,版扁,23300000,42492,549,485,1,169,12,D,9,1,1,0
12208,F,35技~39技,610,堡林,78600000,95491,823,763,1,138,19,C,0,0,6,0
12209,F,45技~49技,100,版扁,8764750,9445,928,468,2,382,22,C,0,9,30,1
12210,M,40技~44技,55,辑匡,33100000,64162,516,458,1,169,12,D,0,0,2,0
12211,F,40技~44技,240,碍盔,32700000,15411,2124,488,4,567,17,C,0,0,127,0
12212,F,45技~49技,210,牢玫,86600000,60032,1442,663,2,433,17,C,0,0,34,0
12213,M,40技~44技,500,版巢,17000000,6490,2625,684,4,687,17,C,0,1,84,0
12214,M,35技~39技,16,辑匡,48900000,95842,510,437,1,139,19,B,1,0,20,0
12215,F,50技~54技,55,辑匡,17600000,15354,1144,551,2,518,16,D,0,0,7,0
12216,F,35技~39技,100,版扁,21000000,7669,2739,744,4,515,14,C,0,0,264,1
12217,M,55技~59技,210,牢玫,11700000,4653,2513,456,6,362,21,D,0,0,21,0
12218,M,25技~29技,610,堡林,122000000,128014,1089,894,1,174,15,C,0,0,6,0
12219,F,35技~39技,440,匡魂,55800000,39862,1401,726,2,399,15,C,2,1,14,0
12220,M,35技~39技,100,版扁,25400000,13485,1883,455,4,537,17,C,0,0,25,0
12221,F,40技~44技,100,版扁,47200000,46789,1008,484,2,349,15,C,3,0,31,0
12222,F,35技~39技,100,版扁,13700000,9362,1459,516,3,509,17,C,0,37,44,1
12223,M,35技~39技,460,何魂,9995118,6457,1548,511,3,476,13,C,0,6,97,0
12224,F,25技~29技,210,牢玫,14400000,26133,550,497,1,119,13,D,3,0,37,0
12225,F,35技~39技,540,傈合,17400000,11400,1530,505,3,565,18,C,0,33,115,0
12226,M,25技~29技,460,何魂,54000000,86006,628,594,1,133,18,B,1,0,29,0
12227,F,50技~54技,49,辑匡,13100000,6894,1907,800,2,349,22,C,0,0,95,0
12228,F,30技~34技,55,辑匡,24000000,19288,1242,747,2,329,19,D,0,0,7,0
12229,F,35技~39技,24,辑匡,9831728,7003,1404,592,2,219,21,C,0,0,540,0
12230,F,50技~54技,49,辑匡,122000000,146525,1025,688,1,129,14,B,0,0,2,0
12231,F,45技~49技,100,版扁,11400000,6049,1892,379,5,434,17,D,0,24,44,1
12232,F,50技~54技,100,版扁,17700000,9579,1843,612,3,574,21,C,0,2,46,0
12233,F,25技~29技,100,版扁,15100000,14989,1009,400,3,379,21,C,0,1,66,0
12234,F,45技~49技,100,版扁,13300000,4469,2971,864,3,334,16,C,0,0,258,0
12235,F,50技~54技,100,版扁,8499270,9360,908,383,2,323,20,C,0,27,52,0
12236,F,45技~49技,100,版扁,14400000,16365,881,588,2,369,18,C,2,22,19,0
12237,F,35技~39技,87,辑匡,30300000,41677,727,539,1,267,13,C,9,28,9,0
12238,M,35技~39技,100,版扁,6785517,3560,1906,736,3,228,22,C,0,0,12,0
12239,F,30技~34技,500,版巢,44500000,42024,1060,520,2,392,18,B,1,2,16,0
12240,M,45技~49技,210,牢玫,56400000,68702,821,550,1,291,17,C,0,0,30,0
12241,M,50技~54技,100,版扁,62400000,57607,1084,400,3,111,19,C,0,0,30,0
12242,F,25技~29技,410,措备,4112720,11237,366,149,2,133,18,D,0,2,12,0
12243,F,45技~49技,460,何魂,11100000,6065,1830,543,3,592,22,D,0,22,83,0
12244,F,30技~34技,210,牢玫,15000000,9553,1567,450,3,472,19,C,0,3,34,1
12245,F,45技~49技,100,版扁,8237587,9042,911,418,2,365,18,C,0,51,30,1
12246,F,35技~39技,460,何魂,16500000,20830,793,514,2,136,16,B,1,13,29,1
12247,F,30技~34技,460,何魂,30900000,35981,860,629,1,146,19,D,0,4,108,0
12248,F,45技~49技,270,面合,17600000,4201,3077,437,6,408,18,C,0,0,37,0
12249,M,35技~39技,100,版扁,12200000,18247,669,493,1,142,13,D,0,0,17,0
12250,M,35技~39技,460,何魂,23800000,22807,1044,637,2,286,13,D,1,0,107,0
12251,F,35技~39技,100,版扁,6252236,3045,2053,860,2,136,10,D,0,0,313,0
12252,F,25技~29技,500,版巢,7381331,6358,1161,548,2,327,20,B,1,5,95,0
12253,F,50技~54技,460,何魂,9137302,11295,809,620,1,189,18,D,0,0,29,0
12254,F,55技~59技,100,版扁,8965897,5961,1504,712,2,261,22,C,0,0,301,0
12255,M,35技~39技,460,何魂,105000000,93666,1123,529,2,526,18,C,0,41,29,0
12256,F,25技~29技,82,辑匡,12300000,16072,768,553,1,237,11,C,0,0,3,0
12257,F,30技~34技,270,面合,16700000,3846,3077,894,5,547,18,C,1,0,26,0
12258,F,45技~49技,570,傈巢,10800000,7743,1397,521,3,477,22,C,0,21,111,0
12259,F,35技~39技,460,何魂,75200000,62316,1207,716,2,367,18,C,0,5,44,0
12260,F,50技~54技,55,辑匡,9706944,10797,899,459,2,377,22,C,6,3,6,1
12261,F,25技~29技,310,面巢,6416229,5688,1128,381,3,336,21,C,0,5,70,1
12262,F,30技~34技,570,傈巢,10500000,4777,2190,564,4,309,17,C,0,0,54,0
12263,F,50技~54技,100,版扁,12700000,15847,800,395,2,332,21,C,0,15,23,0
12264,F,45技~49技,100,版扁,52700000,21518,2448,894,3,746,16,D,0,25,19,0
12265,F,55技~59技,210,牢玫,10300000,6765,1516,294,5,398,17,C,3,0,32,0
12266,F,45技~49技,100,版扁,10600000,3750,2828,606,5,317,16,C,0,0,197,0
12267,F,45技~49技,100,版扁,21100000,12755,1656,527,3,533,18,D,0,0,46,0
12268,F,35技~39技,540,傈合,88900000,61378,1449,616,2,424,15,C,0,0,116,0
12269,M,30技~34技,100,版扁,14600000,20092,725,440,2,347,23,C,6,11,36,0
12270,F,45技~49技,16,辑匡,14500000,18885,768,674,1,96,19,C,0,0,20,0
12271,F,30技~34技,210,牢玫,8313546,6495,1280,406,3,215,19,C,0,0,56,0
12272,F,35技~39技,210,牢玫,8798342,6303,1396,354,4,449,22,C,0,0,34,1
12273,F,35技~39技,100,版扁,24800000,15806,1570,603,3,472,17,C,0,9,54,0
12274,F,35技~39技,460,何魂,7497773,3999,1875,410,5,466,16,C,0,6,100,1
12275,M,40技~44技,340,措傈,22800000,7225,3077,556,6,619,21,C,0,43,71,1
12276,F,45技~49技,100,版扁,28000000,35577,786,626,1,145,18,D,0,0,10,0
12277,F,55技~59技,210,牢玫,16400000,10884,1503,373,4,488,16,C,0,1,34,0
12278,F,55技~59技,270,面合,8744150,7251,1206,698,2,197,20,C,0,0,37,0
12279,F,45技~49技,100,版扁,19600000,5336,3077,786,5,491,15,C,0,0,320,0
12280,F,45技~49技,460,何魂,12100000,4681,2580,591,4,362,18,C,0,0,122,0
12281,F,40技~44技,460,何魂,7492422,5250,1427,438,3,393,13,C,0,29,84,1
12282,F,35技~39技,540,傈合,29600000,29406,1008,676,1,209,13,C,0,0,23,0
12283,F,40技~44技,210,牢玫,9439750,10751,878,369,2,368,12,C,0,36,91,1
12284,F,30技~34技,100,版扁,8065147,3928,2053,690,3,284,16,C,0,0,10,0
12285,F,35技~39技,100,版扁,12400000,4528,2746,894,3,381,15,C,0,0,290,0
12286,F,35技~39技,240,碍盔,8694345,6291,1382,209,6,414,14,C,1,0,127,1
12287,F,35技~39技,100,版扁,10400000,3907,2651,749,4,342,16,C,0,0,274,0
12288,F,40技~44技,100,版扁,15000000,4712,3077,579,5,654,15,C,0,5,128,1
12289,F,40技~44技,55,辑匡,29800000,31775,938,715,1,270,19,D,0,0,2,0
12290,F,20技~24技,79,辑匡,31400000,37025,847,787,1,147,17,D,0,0,1,0
12291,F,30技~34技,100,版扁,7001956,5787,1210,413,3,293,21,C,0,21,55,1
12292,F,40技~44技,10,辑匡,10800000,19633,550,412,1,78,13,C,0,0,24,0
12293,F,45技~49技,270,面合,13200000,9642,1370,562,2,441,22,C,0,57,65,1
12294,M,45技~49技,360,版合,14400000,7401,1941,515,4,463,11,C,0,0,96,0
12295,F,50技~54技,100,版扁,21300000,12394,1720,568,3,582,22,C,0,17,31,0
12296,F,55技~59技,610,堡林,14800000,16397,902,723,1,174,15,C,0,0,6,0
12297,F,30技~34技,460,何魂,37100000,63916,580,471,1,193,16,D,0,4,4,0
12298,F,45技~49技,210,牢玫,2743426,2633,1042,424,2,168,22,C,0,0,21,0
12299,F,30技~34技,55,辑匡,35500000,87635,405,380,1,97,15,C,0,0,1,0
12300,F,40技~44技,100,版扁,9807626,3982,2463,646,4,310,16,C,0,0,301,0
12301,M,35技~39技,460,何魂,39700000,20138,1971,894,2,457,18,C,0,1,346,1
12302,M,35技~39技,500,版巢,26600000,13252,2008,563,4,476,16,C,0,8,95,1
12303,M,30技~34技,100,版扁,14600000,13158,1113,537,2,311,13,C,0,0,37,0
12304,F,45技~49技,100,版扁,9504565,7146,1330,484,3,413,17,C,0,3,52,0
12305,F,50技~54技,440,匡魂,11800000,3881,3041,598,5,273,17,C,0,0,351,0
12306,F,35技~39技,69,辑匡,30800000,25166,1223,622,2,271,11,C,0,5,5,0
12307,F,45技~49技,55,辑匡,31400000,9585,3077,502,6,663,14,C,0,14,13,0
12308,M,50技~54技,310,面巢,10500000,5895,1775,468,4,455,18,C,0,0,77,0
12309,F,40技~44技,610,堡林,14900000,7531,1984,694,3,339,17,C,0,0,57,0
12310,M,40技~44技,610,堡林,18500000,4683,3077,675,6,403,16,C,9,0,50,0
12311,F,35技~39技,500,版巢,6311200,3532,1787,510,4,227,16,C,0,0,85,0
12312,F,35技~39技,65,辑匡,27800000,45383,613,478,1,208,18,C,0,0,2,0
12313,M,30技~34技,100,版扁,18500000,17069,1086,545,2,306,21,C,0,0,19,0
12314,F,50技~54技,100,版扁,15200000,8700,1745,894,2,346,21,D,0,0,349,0
12315,M,35技~39技,460,何魂,17200000,10531,1634,854,2,320,23,C,0,0,85,0
12316,F,45技~49技,460,何魂,8823717,5990,1473,894,2,272,22,C,0,3,42,0
12317,F,45技~49技,100,版扁,122000000,147235,541,513,1,118,18,D,0,0,7,0
12318,F,50技~54技,100,版扁,11600000,5467,2123,745,3,400,21,C,0,0,131,0
12319,F,30技~34技,460,何魂,64600000,44400,1455,739,2,398,16,C,8,11,107,1
12320,F,30技~34技,100,版扁,7350061,6743,1090,434,3,243,19,C,0,0,290,0
12321,F,35技~39技,13,辑匡,26300000,39421,666,534,1,115,13,B,0,0,24,0
12322,F,45技~49技,100,版扁,7752768,5148,1506,641,2,369,22,C,3,20,60,0
12323,F,45技~49技,100,版扁,15400000,5693,2713,894,3,407,22,C,0,0,281,0
12324,F,50技~54技,100,版扁,17800000,8893,2005,709,3,362,22,D,0,0,277,0
12325,F,40技~44技,100,版扁,10400000,4387,2380,604,4,280,18,C,0,0,266,0
12326,F,35技~39技,610,堡林,92200000,100532,917,556,2,266,18,C,0,0,6,0
12327,M,30技~34技,570,傈巢,8145215,3648,2233,584,4,346,16,C,0,0,54,0
12328,F,40技~44技,55,辑匡,40700000,61227,664,560,1,184,16,C,0,0,31,0
12329,M,35技~39技,310,面巢,12800000,7662,1672,557,3,455,20,C,0,20,69,1
12330,F,55技~59技,360,版合,13500000,7109,1904,498,4,473,22,C,9,11,96,0
12331,F,55技~59技,610,堡林,15000000,11034,1357,425,3,467,21,C,0,1,121,0
12332,M,30技~34技,27,辑匡,39500000,48414,816,670,1,218,15,D,2,0,45,0
12333,F,30技~34技,210,牢玫,6282800,7662,820,411,2,374,11,C,0,65,32,0
12334,F,50技~54技,100,版扁,14300000,8557,1676,432,4,548,23,C,0,49,23,0
12335,F,45技~49技,100,版扁,9036373,7229,1250,406,3,385,23,C,0,10,52,0
12336,F,40技~44技,100,版扁,9682393,5131,1887,519,4,496,15,C,0,0,52,0
12337,F,40技~44技,100,版扁,9265152,4317,2146,703,3,318,21,C,0,0,258,0
12338,M,50技~54技,460,何魂,22000000,10335,2129,508,4,606,18,C,0,16,90,0
12339,F,45技~49技,55,辑匡,44900000,83549,538,494,1,146,17,C,9,0,2,0
12340,F,40技~44技,100,版扁,8794600,16107,546,449,1,65,19,A,0,0,32,0
12341,M,35技~39技,460,何魂,20300000,19996,1017,755,1,192,14,C,9,0,29,0
12342,F,45技~49技,270,面合,14000000,5066,2756,680,4,616,18,C,0,35,74,0
12343,M,35技~39技,100,版扁,17300000,6313,2735,420,6,547,16,D,0,37,44,1
12344,F,40技~44技,43,辑匡,6465436,4716,1371,619,2,318,18,C,0,0,15,0
12345,F,40技~44技,.,,17100000,4383,3077,476,6,628,12,C,0,44,68,0
12346,F,50技~54技,.,,59300000,111270,533,452,1,94,13,A,0,0,16,0
12347,F,35技~39技,540,傈合,12800000,6423,1994,422,5,552,16,C,0,0,119,0
12348,F,50技~54技,570,傈巢,10900000,4703,2308,838,3,326,16,C,0,0,448,0
12349,F,35技~39技,610,堡林,6837681,2590,2640,580,5,285,18,C,0,0,424,0
12350,M,35技~39技,210,牢玫,9927835,7504,1323,360,4,487,18,C,0,18,32,0
12351,F,25技~29技,24,辑匡,12100000,4071,2968,640,5,305,23,C,0,0,561,0
12352,F,45技~49技,.,,8419512,8976,938,506,2,372,18,C,5,15,109,0
12353,F,25技~29技,30,辑匡,2253074,6383,353,157,2,115,23,D,0,4,2,0
12354,F,60技捞惑,100,版扁,10400000,5914,1763,410,4,508,18,C,0,0,36,0
12355,F,50技~54技,100,版扁,10700000,4900,2175,410,5,566,17,C,0,0,44,0
12356,F,30技~34技,100,版扁,5358943,3169,1691,784,2,257,21,C,0,0,358,0
12357,F,35技~39技,100,版扁,71100000,79397,896,749,1,170,12,C,9,0,10,0
12358,F,30技~34技,36,辑匡,5301630,19491,272,127,2,102,21,D,5,0,21,0
12359,M,40技~44技,100,版扁,13100000,18486,711,434,2,100,18,B,0,0,31,0
12360,F,30技~34技,500,版巢,8209367,3133,2620,675,4,273,17,C,0,0,105,0
12361,F,20技~24技,500,版巢,9925251,11343,875,463,2,261,22,D,5,0,93,0
12362,F,30技~34技,360,版合,82600000,130307,634,596,1,143,18,C,9,0,21,0
12363,F,40技~44技,60,辑匡,8088890,5983,1352,642,2,308,18,C,0,0,22,0
12364,F,50技~54技,20,辑匡,9826748,5221,1882,667,3,296,22,C,4,0,11,0
12365,F,25技~29技,100,版扁,14800000,15055,982,693,1,279,16,C,0,0,19,0
12366,F,40技~44技,43,辑匡,21400000,7862,2721,448,6,578,19,D,0,68,9,1
12367,F,30技~34技,460,何魂,47100000,78922,597,528,1,170,16,C,4,21,29,0
12368,F,45技~49技,270,面合,12400000,5399,2301,465,5,530,21,C,1,0,72,0
12369,F,30技~34技,460,何魂,16000000,6774,2359,349,6,622,17,C,1,33,83,1
12370,F,35技~39技,100,版扁,10900000,7833,1386,416,3,386,16,C,0,17,60,1
12371,F,45技~49技,540,傈合,11200000,6548,1716,790,2,269,17,C,0,2,53,0
12372,F,55技~59技,270,面合,6880788,7116,967,338,3,294,17,C,0,0,72,0
12373,F,50技~54技,270,面合,11700000,6932,1685,459,4,397,19,C,0,0,65,0
12374,F,50技~54技,100,版扁,12000000,8148,1472,510,3,498,18,C,1,0,50,0
12375,F,30技~34技,210,牢玫,13500000,9077,1484,426,3,479,12,C,0,2,113,0
12376,F,25技~29技,540,傈合,12000000,14687,820,590,1,208,18,C,7,1,23,0
12377,M,25技~29技,460,何魂,13200000,12687,1044,540,2,275,20,D,0,6,9,0
12378,M,35技~39技,100,版扁,44300000,63657,696,539,1,212,14,C,9,0,17,0
12379,F,40技~44技,100,版扁,12300000,6529,1879,567,3,542,15,C,0,10,31,0
12380,F,45技~49技,16,辑匡,20800000,15558,1335,678,2,282,18,D,0,0,20,0
12381,F,40技~44技,540,傈合,63600000,63755,998,473,2,403,15,C,9,0,23,0
12382,F,30技~34技,100,版扁,21900000,8768,2499,455,5,681,17,C,0,0,20,1
12383,F,55技~59技,210,牢玫,12900000,7701,1671,352,5,548,21,B,1,47,34,0
