userID,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
7359,A020302,A010404,A040222,A010607,A040214,A010603,A040401,A010402,A010302,A010401
7360,A010401,A010402,A010302,A010404,A010608,A010403,A011004,A020302,A010613,A010602
7361,A010404,A010402,A010302,A010608,A010401,A010403,A010201,A010501,A011004,A010101
7362,B100305,B670402,B890103,B521301,B100501,B650202,B640405,B720102,B670404,B720107
7363,A010401,A010302,A011004,A010608,A010402,A020302,A010404,A010101,A010602,A010613
7364,B140103,B430101,B740101,B210802,B200801,B100305,B380404,B380303,B140101,B110203
7365,C150405,C150401,C070101,C150101,C170206,C030401,C170701,C150403,C070103,C030901
7366,A011004,A010402,A010404,A010401,B140103,A010302,A010619,A010608,A010403,A010101
7367,A020302,A010401,A010613,A040222,A010402,A010601,A010302,A040601,A010644,A060114
7368,A010404,A010402,A010302,A010401,A010403,A010501,A010608,A011004,A010710,A010101
7369,C030901,C030401,C150405,C150101,C170206,C010206,C070101,C030310,C070203,C030404
7370,A010302,A010402,A010613,A020302,A010404,A040224,A010401,A010601,A010608,A010403
7371,A010404,A010402,A010401,A010608,A010403,A010302,A010501,A010201,A010710,A010101
7372,B430101,B740101,B100305,B210802,B380404,B140103,B380303,B100504,B200801,B100502
7373,B140103,B430101,B100305,B210802,B740101,B140102,B140101,B200801,B890103,B051005
7374,C030401,C150405,C150101,C150301,C030901,C150302,C070101,C080201,C150401,C010206
7375,B140103,B740101,B100305,B200801,B140101,B430101,B100504,B140102,B140202,B140203
7376,A010404,A010402,A010302,A010401,A010608,A010403,A010101,A010501,A010201,A011004
7377,B140103,B740101,B140101,B210802,B140102,B200801,B100305,B430101,B521301,B160201
7378,A020302,A010401,A010644,A040224,A010402,A010602,A010302,A010404,A011004,A060166
7379,B140101,B210802,B140201,B270603,B140103,B140102,B740101,B100305,B200801,B430101
7380,B100305,B430101,B100504,B140101,B140102,B140103,B100301,B380303,B740101,B480401
7381,A020302,A010401,A010644,A040222,A040224,A010613,A060166,A020303,A010302,A010402
7382,C030401,C150405,C030901,C150101,C080201,C150302,C170206,C070101,C150301,C150401
7383,C030401,C080201,C150405,C030901,C170206,C150101,C070101,C150301,C150302,C150401
7384,C150405,C150101,C070101,C150301,C030401,C150401,C150302,C030901,C010206,C150103
7385,C030401,C030901,C150405,C080201,C070101,C030404,C150101,C010104,C010110,C170206
7386,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B380404
7387,C030402,C150303,C150304,C090104,C150403,A020302,A010302,C150405,A020303,A080106
7388,C030401,C150405,C030901,C150101,C150301,C080201,C150302,C070101,C150401,C010206
7389,A010401,A010302,A010402,A010404,A011004,A010608,C030401,C030901,A020302,A010403
7390,A011004,A020302,A010401,A010302,A010602,A010608,A010101,A010601,A010902,A010402
7391,C030401,C030901,C150405,C150101,C070101,C080201,C170206,C150301,C150302,C150401
7392,A090101,A020302,A090404,A030103,A010401,A010403,A010402,A010302,A010404,A010501
7393,C030401,C150405,C150101,C030901,C070101,C150301,C150401,C150302,C010206,C080201
7394,A010401,A010302,A011004,A010404,A010402,A010608,A010902,A010403,A020302,A010101
7395,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A020302,A010902
7396,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B380404
7397,C150405,C030401,C150101,C030901,C070101,C150301,C150401,C150302,C010206,C080201
7398,B140103,B740101,B140102,B160201,B520503,B150601,B140101,B100305,A040224,B290301
7399,B140103,B740101,B430101,B200801,B100504,B140101,B100305,B110203,B140102,B380404
7400,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A020302,A010902
7401,A010302,A010401,A010402,A010404,A010608,A011004,A010101,A020302,A010902,A010403
7402,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A020302
7403,B140103,B740101,B100305,B430101,B200801,B100504,B140101,B140102,B140202,B890103
7404,A010401,A010302,A010608,A010404,A010402,A011004,A010101,A020302,A010902,A010602
7405,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B140203
7406,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
7407,A010302,A010401,A010402,A010404,A011004,A020302,A010602,A010608,A010613,A010902
7408,C030401,C070101,C150101,C080201,C030901,C150405,C150301,C030404,C170701,C070202
7409,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A020302,A010902
7410,B100305,B200801,B210802,B140102,B380303,B140103,B740101,B380203,B100104,B570205
7411,C030401,C150405,C030901,C150101,C150301,C150302,C080201,C070101,C150401,C010206
7412,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B140202
7413,A010401,A010402,A020302,A010302,A010404,A010608,A011004,A010403,A010501,A010644
7414,A010401,A020302,A010402,A010302,A010404,A010608,A011004,A010644,A010613,A010602
7415,C030401,C030901,C150405,C150101,C070101,C150301,C080201,C170206,C150401,C150302
7416,C150405,C030401,C030901,C070101,C150101,C150302,C150103,C170206,C150401,C150301
7417,B140103,B740101,B140101,B100504,B100305,B200801,B140102,B430101,B160201,B740102
7418,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A020302,A010902
7419,A010401,A010402,A020302,A010302,A010404,A011004,A010608,A010403,A010644,A010602
7420,A010401,A011004,A010613,A010601,A010302,A010644,A010604,A010404,A010402,A010623
7421,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B380404
7422,C030401,C150405,C030901,C150101,C150301,C080201,C070101,C150302,C150401,C010206
7423,B140103,B740101,B100305,B200801,B140101,B140102,B430101,B100504,B890103,B140203
7424,B140103,B740101,B100305,B100504,B140101,B200801,B430101,B140102,B140202,B110203
7425,A010404,A010402,A010302,A010401,A010608,A010201,A011004,A010403,A020302,A010710
7426,B140103,B740101,B100305,B140101,B200801,B140102,B100504,B430101,B140202,B140203
7427,C030401,C150405,C030901,C150101,C150301,C080201,C070101,C150302,C010206,C150401
7428,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010902,A010602
7429,A011004,A010101,A010902,A010601,A010613,A010608,A010302,A011001,A010404,A010202
7430,A020302,A010644,A090201,A010630,A010302,A010401,A010403,A011004,A010404,A010402
7431,B740101,B140103,B100305,B430101,B200801,B100504,B140101,B140102,B890103,B110203
7432,B740101,B140103,B100305,B200801,B140101,B430101,B100504,B140102,B110203,B140202
7433,A010404,A010302,A010608,A010401,A010402,A010101,A010403,A011004,A010902,A010501
7434,A010404,A010302,A010402,A010401,A010608,A010403,A011004,A010201,A010101,A010710
7435,C030401,C010206,C010110,C070101,A010403,C030901,A010644,C030704,A010603,C030605
7436,C150405,C150101,C070101,C150302,C030401,C080201,C150103,C030901,C170206,C150401
7437,B210802,B100305,B200801,B100502,B140103,B740101,B200302,B430101,B100504,B740102
7438,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010613,A020302
7439,B140103,B430101,B200801,B210802,B740101,B140203,B100305,B140101,B140201,B140102
7440,A010302,A010401,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A010613
7441,B140103,B740101,B100305,B200801,B430101,B140101,B100504,B140102,B140202,B890103
7442,A010602,A010604,A011003,A010613,A010605,A010627,B670201,A010601,A011004,A010603
7443,C070101,C010110,C170701,C030401,C030901,C030801,C150101,C150405,C010103,C080202
7444,A010302,A010404,A010401,A011004,A010402,A010902,A010608,A010201,A010403,A010101
7445,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B140102,B110203,B380404
7446,C150405,C030401,C030901,C080201,C150301,C150101,C070101,C150302,C150401,C170701
7447,B140103,B740101,B430101,B200801,B100504,B140101,B100305,B140102,B110203,B380404
7448,A010401,A010402,A020302,A010302,A010404,A010608,A040224,A010613,A011004,A010501
7449,A010404,A010402,A010302,A010608,A010403,A010401,A010201,A040224,A010101,A011004
7450,B100504,B140103,B380303,B050101,B210802,B100301,B480301,B100501,B470104,B100305
7451,A020302,A010401,A010402,A010302,A010404,A011004,A040224,A010403,A090101,A010608
7452,A010404,A010402,A010302,A010608,A010401,A010403,A011004,A010501,A010101,A010710
7453,A010601,A010602,A010613,A010603,A020302,A010607,A040224,A010604,A010631,A090201
7454,A010401,A010402,A010403,A011004,A010404,A010302,A010602,A010603,A010608,A010631
7455,C030401,C030901,C150405,C070101,C150101,C150302,C150301,C080201,C030404,C170206
7456,B140103,B200801,B100504,B670402,B160201,B900103,B900102,B100305,B740101,B140101
7457,A020302,A010401,A010644,A010402,A010302,A040224,A011004,A010602,A010613,A010404
7458,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A020302
7459,A010602,A020302,A040224,A010710,A010604,A010647,A010302,A010404,A010401,A010608
7460,A010402,A010302,A010401,A010608,A010404,A010403,A010201,A010613,A010101,A011004
7461,A010401,A010710,A010603,A010602,A010601,A010404,A010402,A010302,A010608,A010403
7462,A010401,A010302,A010402,A010404,A010608,A011004,A020302,A010101,A010403,A010602
7463,B430101,B740101,B140103,B100305,B200801,B210802,B380404,B890103,B140101,B100504
7464,A020302,A010401,A010402,A010302,A010404,A040224,A040222,A010608,A020303,A060166
7465,B080203,A090201,A010653,A010647,B260902,A010631,A020110,A090602,A010602,A010644
7466,A010401,A010302,A010404,A011004,A010402,A010608,A010403,A010902,A010101,A020302
7467,C030401,C030901,C150101,C150405,C070101,C010206,C150301,C150401,C150302,C080201
7468,A010401,A010302,A010402,A011004,A010404,A010608,A020302,A010403,A010602,A010101
7469,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B380404
7470,A010401,A020302,A010402,A010404,A010302,A010608,A011004,A040224,A010403,A040222
7471,A010404,A010402,A010501,A010302,A010608,C030901,C030401,A010401,A010902,C170206
7472,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A010902,A020302,A010601
7473,A010404,A010302,A010402,A010401,A010608,A011004,A010403,A010101,A010902,A010501
7474,B140103,B100305,B100504,B140102,B100502,B160201,B740101,B210802,B430101,B140101
7475,B140103,B740101,B430101,B140101,B210802,B670402,B160201,B100305,B110203,B050101
7476,B740101,B430101,B100305,B200801,B140103,B890103,B380303,B160201,B210802,B480301
7477,B740101,B140103,B100305,B430101,B200801,B100504,B140101,B140102,B890103,B110203
7478,C150405,C150401,C070101,C150403,C170206,C040401,C030208,C080201,C010110,C100405
7479,A010401,A020302,A010402,A010302,A010613,A011004,A010404,A010608,A040224,A010403
7480,A010302,A010404,A010401,A010402,A010608,A011004,A010101,A010403,A010902,A010501
7481,B140103,B740101,B200801,B140101,B100305,B140102,B430101,B100504,B210802,B140202
7482,A010644,A040224,A030101,A090201,A030113,A020302,A010401,A010613,A010302,A010402
7483,A020302,A010644,A010603,A010901,A090101,A080106,A010103,A010207,A010401,A010302
7484,B140103,B740101,B430101,B100305,B210802,B140101,B200801,B140102,B100504,B670402
7485,C030401,C030901,C150101,C150405,C070101,C080201,C150401,C150301,C170206,C150302
7486,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A010501
7487,B140103,B740101,B430101,B140101,B200801,B140102,B210802,B100305,B380404,B100301
7488,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010902,A010101
7489,C030401,C150405,C030901,C150101,C150301,C080201,C150302,C070101,C010206,C150401
7490,A010404,A010302,A010402,A010608,A010401,A010403,A010101,A011004,A010201,A010710
7491,C150101,C070101,C030901,C030401,C150302,C150405,C150301,C170206,C170701,C120601
7492,A010302,A010404,A010402,A010401,A010608,A010403,A010101,A011004,A020302,A010902
7493,A010401,A010402,A010302,A020302,A010404,A010608,A011004,A010403,A010501,A010101
7494,B740101,B200801,B160201,B100502,B110203,B150102,B160402,B140103,B100305,B560302
7495,A010401,A010402,A010302,A010404,A010608,A011004,A010403,A010101,A010501,A010201
7496,C030401,B010102,B380404,B460305,C070101,C150405,C030901,C150101,C150301,C120201
7497,A010404,A010302,A010402,A010401,A010608,A011004,A010403,A010101,A010902,A010501
7498,A010401,A010302,A010402,A010608,A010404,A011004,A010101,A010403,A010902,A010501
7499,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A010501
7500,A010401,A020302,A010602,A010302,A040224,A010402,A011004,A010644,A011001,A010613
7501,A010404,A010402,A010302,A010608,A010403,A010401,A010201,A010601,A010101,A011004
7502,B140103,B740101,B100305,B140101,B140102,B430101,B100504,B160201,B140202,B200801
7503,B100305,B430101,B200801,B210802,B140102,B140103,B380404,B670402,B740101,B160201
7504,C150405,C150403,B210802,C170701,A010653,B430101,B100502,B200801,B430102,B120402
7505,B140103,B740101,B100305,B430101,B140101,B210802,B380404,B890103,B100502,B200801
7506,A010401,A010402,A010404,A010302,A010608,A011004,A010403,A010101,A020302,A010501
7507,B140103,B140101,B160201,B900103,B900102,B150102,B740101,B140102,B100305,B200801
7508,B140103,B740101,B200801,B430101,B100504,B140101,B100305,B140102,B110203,B210802
7509,A020302,A010401,A010302,A010402,A010404,A010403,A010602,A010608,A011004,A060166
7510,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A020302,A010501
7511,B140103,B740101,B100305,B140101,B200801,B140102,B100504,B430101,B140202,B140203
7512,A010401,A010302,A010402,A010608,A010404,A011004,A020302,A010101,A010403,A010602
7513,A010608,A010404,A010101,A020302,A010302,A010402,A010401,A011004,A010405,A010403
7514,A010302,A011004,A040222,A040204,A040253,A040225,A010404,A010608,A010401,A010402
7515,B430101,B210802,B160201,B670402,B100502,B740102,B470104,B150402,B740101,B140103
7516,C030901,C030401,C170701,C010206,C170206,C010110,C030310,C080201,C170637,C010101
7517,A020302,A010401,A010402,A010302,A010404,A060114,A080106,A011004,A010608,A010644
7518,A030102,A030101,A060114,A010608,A060202,A020206,A070602,A010404,A010302,A010402
7519,A010302,A010401,A010403,A010404,A010402,C030901,C030401,A010902,A010608,A010613
7520,A010401,A010302,A010402,A010404,A011004,A010608,A020302,A010403,A010613,A010602
7521,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A020302,A010902
7522,A010402,A010404,A010401,A010501,A010302,A010201,A010608,A010403,A010613,A010710
7523,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010613,A010902
7524,C030401,C150405,C030901,C150101,C150301,C080201,C150302,C070101,C150401,C010206
7525,B140103,B100305,B740101,B200801,B140101,B100504,B430101,B140102,B140202,B140203
7526,A010302,A010404,A010401,A010101,A010608,A010402,A010902,A010403,A011004,A010501
7527,B210802,B160201,B080203,B080504,B380204,B140103,B200801,B100305,B740101,B430101
7528,B740101,B140103,B100305,B430101,B160201,B380404,B670402,B100502,B480301,B200801
7529,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
7530,A010302,A010101,A010902,B170602,B740401,A010608,A010404,A020302,A010401,A010402
7531,A060114,A060166,A030109,A010630,B100305,A030102,A020302,A040601,A030101,A040401
7532,B140103,B140101,B140102,B100305,B210802,B160201,B140202,B740101,B200801,B430101
7533,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B140102,B110203,B140203
7534,A010401,A010402,A010302,A010404,A010608,A011004,A010101,A010403,A020302,A010501
7535,B430101,B740101,B100305,B200801,B050101,B140103,B051005,B890103,B210802,B380303
7536,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B140102,B380404,B890103
7537,C150405,C150101,C030401,C150401,C150302,C030901,C070101,C170206,C150301,C150403
7538,A020302,A010401,A040222,A010402,A010613,A011004,A010302,A040601,A010601,A020701
7539,B140103,B100305,B740101,B100504,B430101,B140101,B210802,B890103,B521301,B200801
7540,B140103,B200801,B100305,B740101,B100504,B140102,B140101,B430101,B140202,B900103
7541,A010401,A010402,A010302,A010404,A010608,A011004,A010101,A010403,A010501,A010902
7542,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B140203
7543,A010613,A020302,A010603,A010401,A010302,A010404,A011004,A010402,A010403,A010608
7544,A040601,A010403,A060203,A010402,A010401,A010404,A010302,A010501,A010608,A020302
7545,B100305,B210802,B100504,B200801,B430101,B140103,B380303,B740101,B110203,B670402
7546,A010404,A010302,A010401,A010402,A010608,A011004,A010403,A010101,A010902,A010501
7547,A040229,A010603,A040217,A060166,A040233,A040228,A010613,A040231,A010619,A010609
7548,A020302,A010613,A010612,A040601,A090101,A010647,A030111,A030112,A010401,A010302
7549,A010401,A010402,A020302,A010404,A010302,A010403,A010644,A010608,A011004,A010602
7550,A010302,A010404,A010402,A010401,A010403,A011004,A010608,A010902,A010613,A010101
7551,C030401,C030901,C070101,C150405,C010104,C150101,C010206,C010110,C150302,C150401
7552,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
7553,B140103,B100305,B140201,B740101,B140101,B160201,B140301,B430101,B140102,B120603
7554,A010302,A010404,A010401,A010608,A010402,A010501,A020302,A010403,A010902,A010601
7555,B740101,B200801,B100504,B110203,B380303,B430101,B140103,B100305,B210802,B140101
7556,B740101,B430101,B200801,B140103,B100504,B100305,B140101,B110203,B380404,B051005
7557,A020302,A010401,A010402,A010302,A011004,A010404,A010608,A010613,A040224,A010602
7558,A020302,A010602,A040224,A010401,A010603,A010302,A010644,A010601,A011004,A010613
7559,A020302,A010401,A010302,A010402,A011004,A010608,A010404,A010644,A010613,A010403
7560,B100305,B140103,B430101,B740101,B200801,B100504,B380404,B140102,B890103,B140101
7561,A010401,A010402,A010404,A010302,A010613,A020302,A010608,A010403,A010602,A011001
7562,A010401,A010302,A010404,A010402,A010608,A011004,A010101,A010403,A010902,A020302
7563,B100305,B210802,B100101,B740101,B140103,B200801,B430101,B100504,B140101,B140102
7564,C030401,C150405,C030901,C150101,C150301,C150302,C070101,C080201,C010206,C150401
7565,B140103,B740101,B430101,B100305,B140101,B210802,B200801,B140102,B380404,B100504
7566,D040108,D040109,D040106,D040210,D040204,D040107,D010301,D010106,D010401,D040215
7567,A010302,A010608,A010404,A011004,A010402,A010401,A010201,A010101,A010602,A011001
7568,C070101,C170206,C010206,C170701,C070202,C030901,C110101,C030204,C070103,C030401
7569,B900103,B900102,B670201,B370905,B670206,B100104,B370906,B200801,B370904,B210802
7570,A020302,A010401,A040224,A010644,A010402,A040222,A010302,A060166,A011004,A060114
7571,C150405,C070101,C150103,C150101,C030401,C170206,C030901,C070202,C150401,C170701
7572,C150405,C150101,C030401,C070101,C150401,C030901,C170206,C150302,C150301,C080201
7573,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A020302
7574,B140103,B740101,B100305,B890103,B200801,B430101,B670402,B100504,B140101,B480301
7575,C030401,C030901,C150405,C070101,C030404,C010104,C150101,C080201,C010110,C150301
7576,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A020302
7577,B140103,B740101,B140101,B100305,B140102,B200801,B430101,B100504,B140202,B140203
7578,A010401,A010402,A010302,A010404,A010608,A010403,A011004,A010613,A010501,A010201
7579,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A010902,A010101,A010501
7580,C030901,C080201,C030401,C070102,C080304,C110301,C070101,C030404,C150301,C090104
7581,C030401,C030901,C080201,C030404,C070101,C150101,C150405,C010104,C010110,C170206
7582,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010101,A010902
7583,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A020302,A010902,A010403
7584,A010302,A010608,A011004,A010403,A010404,A010401,A010402,A010602,A010101,A010644
7585,B140103,B430101,B100305,B740101,B100504,B670402,B210802,B200801,B140101,B100301
7586,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
7587,B100305,B430101,B140103,B890103,B100301,B110203,B740101,B470104,B150402,B140101
7588,A010401,A010302,A010402,A010404,A011004,A010608,A010101,A010403,A020302,A010902
7589,B430101,B140103,B100305,B380404,B740101,B890103,B050101,B670402,B210802,B200801
7590,B740101,B670402,B890103,B670404,B150102,B670101,B100501,B090402,B141302,B090302
7591,B100305,B430101,B200801,B210802,B100301,B380303,B740101,B140103,B560302,B100504
7592,C150405,C030401,C070101,C150401,C150101,C150301,C150103,C030901,C150302,C170701
7593,A020302,A010401,A040224,A010613,A040222,A060166,A010402,A010644,A010302,A010602
7594,A020302,A010613,A010601,A020303,A010606,A040209,A020701,B330602,A010401,A010302
7595,C030401,C030901,C150405,C150101,C080201,C070101,C150301,C150302,C170206,C150401
7596,A010401,A010302,A010404,A010608,A011004,A010402,A010403,A020302,A010101,A010902
7597,B140103,B740101,B100305,B200801,B140101,B160201,B100502,B100301,B430101,B140102
7598,C150101,C030401,C150405,C030901,C070101,C080201,C150301,C170206,C120601,C150103
7599,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B140102,B110203,B140203
7600,A010608,A011004,A010101,A010902,A010302,A011001,A010404,A011003,A010401,A010604
7601,A010302,A010608,A010402,A010401,A010404,A010101,A011004,A010403,A010902,A010201
7602,C030401,C030901,C150405,C080201,C150101,C030404,C070101,C170206,C150301,C150302
7603,A020302,A010401,A010644,A010402,A010302,A010613,A011004,A010403,A010404,A040222
7604,B740101,B140103,B100305,B210802,B200801,B430101,B051005,B100504,B100301,B380404
7605,A010401,A010302,A010402,A011004,A010404,A010608,A010613,A040224,A020302,A010902
7606,C150405,C030401,C150101,C070101,C150302,C150301,C030901,C150103,C150401,C080201
7607,A010404,A010608,A010302,A010402,A010401,A010101,A011004,A010501,A010403,A010710
7608,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B380404
7609,A010302,A010402,A010401,A010608,A010404,A010403,A010101,A010501,A010201,A010902
7610,A020302,A040224,A030113,A010401,A010302,A010402,A010404,A010403,A010613,A010608
7611,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A020302,A010101,A010613
7612,B140103,B430101,B100305,B210802,B140101,B140102,B100504,B740101,B110203,B200801
7613,A010613,A011004,B100502,B100501,A040233,A010302,A010404,A010401,A010608,A010402
7614,B140103,B140101,B140102,B100504,B670402,B740101,B100305,B430101,B100301,B210802
7615,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010902,A010602,A010613
7616,A010401,A010302,A010402,A011004,A010608,A010404,A020302,A010403,A010602,A010101
7617,B140103,B100305,B100504,B430101,B521301,A020302,C030401,C070101,B050101,A010630
7618,A020303,A040224,A010602,A040222,A020105,A040233,A040254,A080102,A020302,A010613
7619,A020302,A010401,A010644,A010602,A010302,A010601,A040224,A010402,A011004,A010404
7620,C030401,C030901,C150405,C080201,C150101,C070101,C030404,C150301,C150302,C170206
7621,C150405,C150101,C030401,C030901,C150301,C070101,C150401,C150302,C010206,C080201
7622,C030401,C030901,A010401,A010404,A010402,A010302,A010608,A011004,C170206,A010403
7623,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A010101,A020302,A010902
7624,C030401,C030901,C150405,C150101,C070101,C080201,C150301,C150302,C170206,C150401
7625,A010401,A020302,A010402,A010302,A010404,A010608,A011004,A010403,A010644,A010613
7626,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A010613
7627,B521301,A010644,A010401,B050117,B150402,B140102,B670402,B370906,B160102,A010803
7628,B140103,B140101,B140102,B100305,B100502,B740101,B430101,B200801,B100504,B210803
7629,C030401,C150405,C150101,C030901,C150301,C150302,C070101,C080201,C150401,C010206
7630,B100305,B200801,B430101,B100504,B140103,B740101,B080504,B210802,B140101,B140102
7631,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
7632,B140103,B740101,B200801,B430101,B140101,B100305,B100504,B140102,B110203,B140202
7633,A010302,A011004,A010101,C150405,A010902,A010608,A010404,C070101,C150401,C150101
7634,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B140102,B380404,B110203
7635,A010404,A010302,A010402,A010401,A010608,A010403,A010601,A010501,A040222,A010101
7636,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B140102,B110203,B380404
7637,C030401,C150405,C030901,C150101,C150301,C150302,C080201,C070101,C010206,C150401
7638,A010401,A010402,A020302,A010404,A010302,A010608,A011004,A010403,A010501,A010613
7639,B140103,B740101,B430101,B100305,B200801,B210802,B140101,B890103,B380303,B140102
7640,C030401,C150405,C030901,C150101,C080201,C070101,C150302,C150301,C150401,C170206
7641,A011001,A010602,A011003,A010627,A030113,A010601,A011004,A010603,A010613,A010302
7642,C030401,C150405,C150101,C030901,C150301,C080201,C070101,C150302,C150401,C010206
7643,B140103,B740101,B100305,B200801,B430101,B100504,B140101,B140102,B210802,B380404
7644,B740101,B100305,B210802,B140103,B140101,B100504,B430101,B050101,B200801,B140102
7645,C030401,C150405,C030901,C150101,C070101,C080201,C150302,C150401,C170206,C150301
7646,A010401,A020302,A010402,A010302,A010404,A010608,A011004,A010644,A010403,A010613
7647,B140103,B740101,B430101,B100305,B200801,B140101,B100504,B140102,B380404,B110203
7648,A020302,A010401,A010402,A011004,A010302,A010644,A010403,A010608,A010613,A010404
7649,B140103,B140101,B100502,B370906,B150102,B370905,B370904,B150601,B150401,B140302
7650,B140103,B740101,B430101,B100305,B140101,B140102,B210802,B100504,B200801,B890103
7651,A090402,A010654,A070603,A030112,A050308,A010408,A020601,A030111,A010601,A010602
7652,A010302,A010404,A010401,A010608,A010402,A010403,A011004,A010101,A010902,A010501
7653,A010401,A010404,A010302,A010608,A010402,A011004,A010602,A010601,A010603,A010613
7654,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A010501
7655,A010302,A011004,A010401,A020302,A010608,A010402,A010902,A010404,A011001,A040224
7656,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010613,A010902
7657,C150405,C150101,C030401,C030901,C080201,C070101,C150302,C150401,C150301,C170206
7658,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B140203
7659,A010401,A010302,A010404,A010402,A011004,A010608,A010403,A020302,A010101,A010613
7660,C150405,C150101,C030401,C070101,C150301,C150401,C030901,C150302,C010206,C150103
7661,B140103,B740101,B100305,B200801,B430101,B100504,B140101,B140102,B140202,B890103
7662,B100305,B740101,B430101,B210802,B140103,B100502,B200801,B160201,B100504,B140101
7663,C030401,C150101,C150405,C030901,C070101,C080201,C150302,C150301,C150401,C030404
7664,A010401,A010403,A010402,A010404,A010302,A010608,A010501,A011004,A010101,A010201
7665,D040108,D040106,D040109,D040210,D010401,D040204,D040107,D010301,D020202,D040213
7666,A010302,A010608,A010402,A010404,A011004,A010501,A010401,A010710,A010601,A010101
7667,C030401,C030901,C150405,C150101,C080201,C150301,C070101,C150302,C010206,C150401
7668,A010402,A010401,A010501,A010404,A010302,A010608,A010403,A010622,A010101,A010201
7669,A010401,A010302,A010402,A010404,A020302,A010608,A011004,A010403,A010613,A010602
7670,B140103,B740101,B100305,B430101,B140101,B200801,B140102,B160201,B100502,B100301
7671,B140103,B430101,B100305,B100504,B740101,B100502,B210802,B050101,B110203,B140101
7672,B140103,B430101,B100305,B210802,B200801,B100504,B740101,B380303,B521301,B051005
7673,B740101,B210802,B140101,B140103,B380404,B430101,B100305,B890103,B670402,B110203
7674,C030401,C150405,C030901,C150101,C080201,C070101,C150301,C150302,C150401,C170206
7675,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A010501
7676,B140103,B740101,B100305,B200801,B430101,B140101,B100504,B140102,B140202,B140203
7677,A040215,A040228,A080106,A020105,A050301,A020302,A040214,A040222,A020303,A010403
7678,A010613,A010403,A040224,A011001,A011003,A010302,A010401,A010404,A010402,A011004
7679,C030401,C030901,C150405,C150101,C080201,C150301,C150302,C070101,C170206,C150401
7680,C030401,C030901,C150405,C150101,C010110,C030404,C070101,C010104,C080201,C150301
7681,A010302,A010401,A011004,A010404,A010902,A010402,A010608,A010403,A010101,C170206
7682,B100305,B670402,B480301,B521301,B910107,B111102,B140103,B740101,B430101,B200801
